member_id,customer_segment,segment_name,churn_risk_score,engagement_score,visit_per_week,final_price,membership_type,home_gym_location
MB00485,3,At-risk Members,87.34445657250734,58.58333333333333,1,42.5,Premium,"Sacramento, CA"
MB00486,1,At-risk Members,90.41970771851237,65.69444444444444,5,30.0,Standard,"Los Angeles, CA"
MB00487,0,Normal / Developing Members,16.04350386676809,54.638888888888886,3,18.0,Basic,"Bakersfield, CA"
MB00488,2,High Value Members,19.4614527341782,55.97222222222222,5,27.0,Standard,"San Francisco, CA"
MB00489,3,At-risk Members,75.22354299780935,33.44444444444444,1,25.5,Standard,"Sacramento, CA"
MB00490,3,At-risk Members,83.79890261763498,46.583333333333336,3,30.0,Standard,"San Francisco, CA"
MB00491,2,High Value Members,15.044547016524564,67.13888888888889,3,47.5,Premium,"Sacramento, CA"
MB00492,1,At-risk Members,85.36508429663965,65.72222222222223,4,47.5,Premium,"San Francisco, CA"
MB00493,0,Normal / Developing Members,11.427841798015201,42.69444444444444,3,31.875,Premium,"San Francisco, CA"
MB00494,2,High Value Members,15.31335647315115,56.33333333333333,2,20.0,Basic,"San Diego, CA"
MB00495,2,High Value Members,13.822194586056908,93.33333333333333,5,50.0,Premium,"Los Angeles, CA"
MB00496,2,High Value Members,16.383486798047265,60.44444444444444,4,25.65,Standard,"Oakland, CA"
MB00497,3,At-risk Members,87.75123243419671,23.416666666666668,2,53.55,Elite,"San Francisco, CA"
MB00498,2,High Value Members,17.551139291751465,54.77777777777778,3,42.5,Premium,"Sacramento, CA"
MB00499,3,At-risk Members,83.3331704655846,39.138888888888886,1,27.0,Standard,"Oakland, CA"
MB00500,3,At-risk Members,74.70801281686573,26.36111111111111,1,38.25,Premium,"Los Angeles, CA"
MB00501,1,At-risk Members,84.5230214181891,65.08333333333333,2,47.5,Premium,"San Francisco, CA"
MB00502,1,At-risk Members,87.14453736990893,72.44444444444444,2,20.0,Basic,"San Jose, CA"
MB00503,0,Normal / Developing Members,20.882543533068862,59.77777777777778,3,15.0,Basic,"Long Beach, CA"
MB00504,3,At-risk Members,88.30967680156672,53.666666666666664,3,18.0,Basic,"Anaheim, CA"
MB00505,1,At-risk Members,81.21272375976041,61.44444444444444,3,42.5,Premium,"San Francisco, CA"
MB00506,2,High Value Members,15.977267349477525,84.05555555555556,4,17.0,Basic,"Los Angeles, CA"
MB00507,1,At-risk Members,84.97427127663563,62.80555555555556,4,37.5,Premium,"San Francisco, CA"
MB00508,3,At-risk Members,80.78847303798483,28.97222222222222,2,37.5,Premium,"Fresno, CA"
MB00509,3,At-risk Members,87.47659869377313,53.138888888888886,2,33.75,Premium,"Bakersfield, CA"
MB00510,1,At-risk Members,85.6690948010612,52.388888888888886,4,27.0,Standard,"San Diego, CA"
MB00511,1,At-risk Members,84.56329099536887,69.25,2,28.5,Standard,"Long Beach, CA"
MB00512,0,Normal / Developing Members,30.151232434196707,23.416666666666668,2,53.55,Elite,"San Francisco, CA"
MB00513,1,At-risk Members,83.10931202838884,53.94444444444444,3,47.25,Elite,"Bakersfield, CA"
MB00514,3,At-risk Members,84.99711451579286,49.55555555555556,1,50.0,Premium,"Sacramento, CA"
MB00515,0,Normal / Developing Members,14.184427344030864,45.77777777777778,2,47.5,Premium,"Oakland, CA"
MB00516,2,High Value Members,14.333295789588707,65.19444444444444,3,12.75,Basic,"San Diego, CA"
MB00517,2,High Value Members,13.944458077098961,62.19444444444444,1,70.0,Elite,"Fresno, CA"
MB00518,3,At-risk Members,81.78362827650072,31.5,1,47.5,Premium,"San Diego, CA"
MB00519,3,At-risk Members,81.42467184647198,30.63888888888889,2,37.5,Premium,"Long Beach, CA"
MB00520,2,High Value Members,9.778029323797801,96.25,5,17.0,Basic,"Sacramento, CA"
MB00521,3,At-risk Members,87.03812070990246,40.33333333333333,3,42.5,Premium,"San Francisco, CA"
MB00522,0,Normal / Developing Members,17.528966278457165,34.52777777777778,2,50.0,Premium,"Long Beach, CA"
MB00523,1,At-risk Members,81.10120973283695,95.13888888888889,5,59.5,Elite,"San Francisco, CA"
MB00524,3,At-risk Members,84.14663571872157,46.861111111111114,3,50.0,Premium,"Los Angeles, CA"
MB00525,3,At-risk Members,86.03180738235775,37.30555555555556,2,22.5,Standard,"Bakersfield, CA"
MB00526,0,Normal / Developing Members,12.666654839357985,33.44444444444444,1,25.5,Standard,"Sacramento, CA"
MB00527,2,High Value Members,15.354832170243737,59.638888888888886,3,37.5,Premium,"Anaheim, CA"
MB00528,0,Normal / Developing Members,13.0261880477864,39.69444444444444,1,30.0,Standard,"San Francisco, CA"
MB00529,0,Normal / Developing Members,10.693186561760685,20.666666666666664,1,14.25,Basic,"Oakland, CA"
MB00530,3,At-risk Members,85.12705427402244,53.138888888888886,2,37.5,Premium,"Fresno, CA"
MB00531,1,At-risk Members,86.10740907652986,99.58333333333333,5,45.0,Premium,"Oakland, CA"
MB00532,1,At-risk Members,79.86216985148582,61.111111111111114,5,47.25,Elite,"Bakersfield, CA"
MB00533,1,At-risk Members,81.6302536588186,71.41666666666666,4,70.0,Elite,"San Diego, CA"
MB00534,3,At-risk Members,85.92219742787668,60.5,2,37.5,Premium,"San Jose, CA"
MB00535,3,At-risk Members,85.03951382543062,35.25,1,42.5,Premium,"San Jose, CA"
MB00536,3,At-risk Members,83.84750180595623,47.75,1,20.0,Basic,"Bakersfield, CA"
MB00537,1,At-risk Members,81.07147104220834,50.75,3,27.0,Standard,"San Diego, CA"
MB00538,2,High Value Members,9.109532577675834,58.22222222222222,4,37.5,Premium,"Fresno, CA"
MB00539,0,Normal / Developing Members,13.842172000155948,38.69444444444444,2,50.0,Premium,"Bakersfield, CA"
MB00540,2,High Value Members,9.962965201941573,57.94444444444444,4,35.625,Premium,"Sacramento, CA"
MB00541,3,At-risk Members,85.06399448568182,31.916666666666664,1,20.0,Basic,"San Jose, CA"
MB00542,3,At-risk Members,84.74411806423767,55.94444444444444,1,22.5,Standard,"Anaheim, CA"
MB00543,0,Normal / Developing Members,17.17414203280251,23.86111111111111,1,45.0,Premium,"Sacramento, CA"
MB00544,1,At-risk Members,81.70409200272444,89.86111111111111,5,28.5,Standard,"Fresno, CA"
MB00545,3,At-risk Members,81.30217029171159,47.30555555555556,2,30.0,Standard,"Bakersfield, CA"
MB00546,2,High Value Members,11.193909413639206,67.66666666666667,4,37.5,Premium,"San Diego, CA"
MB00547,0,Normal / Developing Members,17.73269981723724,45.05555555555556,3,47.5,Premium,"San Diego, CA"
MB00548,1,At-risk Members,78.47145723752423,55.833333333333336,5,25.5,Standard,"San Francisco, CA"
MB00549,3,At-risk Members,85.4462264395748,51.75,2,22.5,Standard,"Sacramento, CA"
MB00550,1,At-risk Members,80.57336265196757,50.888888888888886,3,28.5,Standard,"Fresno, CA"
MB00551,1,At-risk Members,83.47017283150186,54.80555555555556,2,15.0,Basic,"San Francisco, CA"
MB00552,1,At-risk Members,84.53787182384758,67.97222222222223,3,18.0,Basic,"Anaheim, CA"
MB00553,1,At-risk Members,83.07347313620575,68.36111111111111,4,50.0,Premium,"Los Angeles, CA"
MB00554,1,At-risk Members,82.6268175074808,61.47222222222222,2,28.5,Standard,"Sacramento, CA"
MB00555,1,At-risk Members,81.81800977881186,62.41666666666667,3,37.5,Premium,"Anaheim, CA"
MB00556,2,High Value Members,18.79020384904575,66.88888888888889,2,47.5,Premium,"Sacramento, CA"
MB00557,0,Normal / Developing Members,12.525089277127494,19.833333333333336,1,31.875,Premium,"Anaheim, CA"
MB00558,0,Normal / Developing Members,9.84050415443839,30.805555555555557,1,66.5,Elite,"San Diego, CA"
MB00559,3,At-risk Members,82.86312813419626,50.08333333333333,2,50.0,Premium,"San Jose, CA"
MB00560,3,At-risk Members,82.14436404377473,48.97222222222222,2,47.5,Premium,"Bakersfield, CA"
MB00561,3,At-risk Members,83.70268139035917,49.361111111111114,3,50.0,Premium,"Bakersfield, CA"
MB00562,2,High Value Members,12.076593379003363,78.5,4,18.0,Basic,"San Diego, CA"
MB00563,2,High Value Members,19.191224730744917,62.361111111111114,5,17.0,Basic,"San Jose, CA"
MB00564,0,Normal / Developing Members,12.248928902335173,45.94444444444444,1,21.375,Standard,"San Francisco, CA"
MB00565,2,High Value Members,18.8379833822145,45.888888888888886,3,70.0,Elite,"Anaheim, CA"
MB00566,3,At-risk Members,89.74633048388905,44.25,2,15.0,Basic,"Sacramento, CA"
MB00567,0,Normal / Developing Members,14.616097415801624,55.52777777777778,1,19.0,Basic,"Fresno, CA"
MB00568,2,High Value Members,21.49684858530484,75.13888888888889,5,20.0,Basic,"Los Angeles, CA"
MB00569,3,At-risk Members,86.10421960697474,35.80555555555556,1,28.5,Standard,"Bakersfield, CA"
MB00570,2,High Value Members,14.640300018835347,84.05555555555556,4,17.0,Basic,"Los Angeles, CA"
MB00571,1,At-risk Members,88.06486808224685,64.36111111111111,3,24.3,Standard,"Los Angeles, CA"
MB00572,0,Normal / Developing Members,14.922218776545726,35.94444444444444,1,45.0,Premium,"Long Beach, CA"
MB00573,1,At-risk Members,84.10974558566396,50.888888888888886,3,30.0,Standard,"Fresno, CA"
MB00574,3,At-risk Members,83.69437629974234,47.55555555555556,3,27.0,Standard,"San Francisco, CA"
MB00575,1,At-risk Members,88.33232522391718,68.0,2,18.0,Basic,"Fresno, CA"
MB00576,0,Normal / Developing Members,23.23168610088909,44.94444444444444,2,37.5,Premium,"Los Angeles, CA"
MB00577,1,At-risk Members,81.78103648365834,51.861111111111114,3,47.5,Premium,"San Diego, CA"
MB00578,0,Normal / Developing Members,16.13613898098224,15.527777777777779,1,20.0,Basic,"Sacramento, CA"
MB00579,2,High Value Members,16.027773934223003,52.69444444444444,3,52.5,Elite,"Fresno, CA"
MB00580,0,Normal / Developing Members,19.468045499981255,50.666666666666664,1,50.0,Premium,"Bakersfield, CA"
MB00581,3,At-risk Members,84.96022834648743,46.47222222222222,2,42.5,Premium,"Fresno, CA"
MB00582,2,High Value Members,16.413145407017577,72.97222222222223,3,20.0,Basic,"Bakersfield, CA"
MB00583,2,High Value Members,15.519994692352427,55.44444444444444,4,45.0,Premium,"Bakersfield, CA"
MB00584,1,At-risk Members,90.72452327455326,65.69444444444444,5,30.0,Standard,"Los Angeles, CA"
MB00585,2,High Value Members,16.23289874526874,64.66666666666666,2,17.0,Basic,"Anaheim, CA"
MB00586,0,Normal / Developing Members,13.406580512409299,58.52777777777778,3,27.0,Standard,"Fresno, CA"
MB00587,2,High Value Members,13.501209732836964,95.13888888888889,5,59.5,Elite,"San Francisco, CA"
MB00588,0,Normal / Developing Members,18.171833441833222,49.388888888888886,2,37.5,Premium,"Oakland, CA"
MB00589,0,Normal / Developing Members,17.05758985910815,37.138888888888886,3,42.5,Premium,"San Francisco, CA"
MB00590,2,High Value Members,16.432469368109412,65.19444444444444,3,12.75,Basic,"San Diego, CA"
MB00591,1,At-risk Members,83.94973941433585,56.75,2,37.5,Premium,"San Francisco, CA"
MB00592,2,High Value Members,15.30783941273684,67.13888888888889,3,47.5,Premium,"Sacramento, CA"
MB00593,0,Normal / Developing Members,11.736513906176391,29.833333333333332,1,47.5,Premium,"San Jose, CA"
MB00594,1,At-risk Members,87.42903308558438,75.16666666666666,4,27.0,Standard,"San Diego, CA"
MB00595,0,Normal / Developing Members,15.198222814984991,43.44444444444444,1,45.0,Premium,"San Diego, CA"
MB00596,1,At-risk Members,82.08097346855916,57.833333333333336,3,21.375,Standard,"Long Beach, CA"
MB00597,2,High Value Members,15.241911963885096,72.97222222222223,3,20.0,Basic,"Bakersfield, CA"
MB00598,2,High Value Members,14.22639413169603,61.02777777777778,3,37.5,Premium,"Oakland, CA"
MB00599,2,High Value Members,13.543327032446886,52.80555555555556,4,20.25,Standard,"San Jose, CA"
MB00600,2,High Value Members,23.260444804556947,72.97222222222223,3,13.5,Basic,"Anaheim, CA"
MB00601,0,Normal / Developing Members,13.081889243146247,42.83333333333333,3,17.0,Basic,"Anaheim, CA"
MB00602,0,Normal / Developing Members,16.547655093881914,47.33333333333333,1,30.0,Standard,"San Francisco, CA"
MB00603,0,Normal / Developing Members,15.226666691008909,26.63888888888889,1,25.5,Standard,"Fresno, CA"
MB00604,2,High Value Members,13.484984840530018,67.55555555555556,3,45.0,Premium,"Los Angeles, CA"
MB00605,0,Normal / Developing Members,18.987520567602242,43.72222222222222,1,15.0,Basic,"Fresno, CA"
MB00606,0,Normal / Developing Members,14.912960685289194,56.47222222222222,2,50.0,Premium,"Fresno, CA"
MB00607,2,High Value Members,20.359421949829894,48.66666666666667,3,50.0,Premium,"Bakersfield, CA"
MB00608,1,At-risk Members,78.47007592121612,53.94444444444444,3,47.25,Elite,"Bakersfield, CA"
MB00609,3,At-risk Members,84.54639468040632,47.75,1,30.0,Standard,"Anaheim, CA"
MB00610,2,High Value Members,15.471388812464598,74.58333333333333,5,20.0,Basic,"San Jose, CA"
MB00611,3,At-risk Members,80.74132959191022,45.77777777777778,2,30.0,Standard,"Fresno, CA"
MB00612,3,At-risk Members,86.81627499777935,30.666666666666664,1,37.5,Premium,"Oakland, CA"
MB00613,0,Normal / Developing Members,16.81151431741813,52.888888888888886,1,42.5,Premium,"Oakland, CA"
MB00614,1,At-risk Members,88.58609527726662,92.77777777777777,5,35.625,Premium,"Anaheim, CA"
MB00615,1,At-risk Members,86.71730062696894,73.38888888888889,3,30.0,Standard,"Fresno, CA"
MB00616,0,Normal / Developing Members,13.779122214326527,55.361111111111114,2,25.5,Standard,"San Francisco, CA"
MB00617,0,Normal / Developing Members,7.82630380739867,43.58333333333333,1,14.25,Basic,"Long Beach, CA"
MB00618,3,At-risk Members,78.41355676841741,50.361111111111114,2,56.7,Elite,"Los Angeles, CA"
MB00619,1,At-risk Members,81.60748972765903,69.08333333333333,3,42.5,Premium,"San Jose, CA"
MB00620,0,Normal / Developing Members,15.341110248509038,45.888888888888886,3,30.0,Standard,"Bakersfield, CA"
MB00621,0,Normal / Developing Members,18.53583021465688,13.166666666666666,1,21.375,Standard,"San Diego, CA"
MB00622,0,Normal / Developing Members,14.569680003195462,36.30555555555556,3,45.0,Premium,"Oakland, CA"
MB00623,0,Normal / Developing Members,17.580389087125365,41.02777777777778,3,28.5,Standard,"Fresno, CA"
MB00624,1,At-risk Members,83.65320568459569,61.05555555555556,2,33.75,Premium,"Fresno, CA"
MB00625,0,Normal / Developing Members,13.04757793416801,36.72222222222222,3,52.5,Elite,"Bakersfield, CA"
MB00626,0,Normal / Developing Members,13.413037850309653,49.69444444444444,1,35.625,Premium,"Anaheim, CA"
MB00627,3,At-risk Members,84.6749962700692,40.5,2,22.5,Standard,"San Francisco, CA"
MB00628,0,Normal / Developing Members,13.740225147280391,38.30555555555556,1,19.0,Basic,"San Francisco, CA"
MB00629,0,Normal / Developing Members,12.016343983703978,30.22222222222222,2,19.0,Basic,"Bakersfield, CA"
MB00630,1,At-risk Members,85.50659999333577,67.69444444444444,3,52.5,Elite,"Oakland, CA"
MB00631,1,At-risk Members,87.25339254101338,59.888888888888886,4,25.5,Standard,"Long Beach, CA"
MB00632,3,At-risk Members,76.35154250990172,42.44444444444444,2,17.1,Basic,"Oakland, CA"
MB00633,1,At-risk Members,87.47180110464693,93.88888888888889,5,33.75,Premium,"Fresno, CA"
MB00634,2,High Value Members,16.9796115234838,78.66666666666667,3,49.875,Elite,"Oakland, CA"
MB00635,2,High Value Members,19.954347688330547,50.833333333333336,5,22.5,Standard,"Long Beach, CA"
MB00636,3,At-risk Members,79.79524064395494,48.52777777777778,3,47.5,Premium,"San Diego, CA"
MB00637,0,Normal / Developing Members,20.672928321354984,40.916666666666664,2,70.0,Elite,"Los Angeles, CA"
MB00638,0,Normal / Developing Members,11.535941521556541,43.138888888888886,2,21.375,Standard,"San Diego, CA"
MB00639,2,High Value Members,16.961809017306305,58.916666666666664,4,70.0,Elite,"Fresno, CA"
MB00640,2,High Value Members,18.5412256281666,56.05555555555556,2,50.0,Premium,"San Jose, CA"
MB00641,0,Normal / Developing Members,14.782711829351019,56.166666666666664,3,33.75,Premium,"Fresno, CA"
MB00642,0,Normal / Developing Members,12.376781641732293,44.52777777777778,2,53.55,Elite,"Sacramento, CA"
MB00643,0,Normal / Developing Members,14.020580666637429,57.583333333333336,2,35.625,Premium,"Los Angeles, CA"
MB00644,0,Normal / Developing Members,10.666409063275497,53.72222222222222,1,24.3,Standard,"Sacramento, CA"
MB00645,1,At-risk Members,85.15728117392824,74.61111111111111,4,27.0,Standard,"Oakland, CA"
MB00646,3,At-risk Members,86.10421960697474,35.80555555555556,1,28.5,Standard,"Bakersfield, CA"
MB00647,1,At-risk Members,81.30217346644444,67.13888888888889,3,47.5,Premium,"Sacramento, CA"
MB00648,3,At-risk Members,81.41832569660333,45.638888888888886,2,49.875,Elite,"San Francisco, CA"
MB00649,2,High Value Members,24.98680528387674,48.66666666666667,3,50.0,Premium,"Bakersfield, CA"
MB00650,0,Normal / Developing Members,17.867250402555936,46.583333333333336,3,30.0,Standard,"San Francisco, CA"
MB00651,1,At-risk Members,81.93174086323441,75.75,3,50.0,Premium,"San Jose, CA"
MB00652,1,At-risk Members,86.79801238153547,61.30555555555556,3,21.375,Standard,"Bakersfield, CA"
MB00653,3,At-risk Members,85.62825513948479,49.083333333333336,3,35.625,Premium,"San Jose, CA"
MB00654,2,High Value Members,12.66308986863948,59.91666666666667,3,53.55,Elite,"Anaheim, CA"
MB00655,0,Normal / Developing Members,13.078721871955704,45.5,2,33.75,Premium,"San Diego, CA"
MB00656,2,High Value Members,19.53932798655075,72.91666666666666,5,28.5,Standard,"Fresno, CA"
MB00657,0,Normal / Developing Members,14.039771745762197,29.694444444444443,1,27.0,Standard,"Los Angeles, CA"
MB00658,3,At-risk Members,81.22832810197562,45.33333333333333,3,50.0,Premium,"Anaheim, CA"
MB00659,1,At-risk Members,87.20866010482385,64.36111111111111,3,13.5,Basic,"San Francisco, CA"
MB00660,0,Normal / Developing Members,13.406881091553538,31.77777777777778,1,45.0,Premium,"Fresno, CA"
MB00661,3,At-risk Members,85.50058069847987,49.5,3,50.0,Premium,"Bakersfield, CA"
MB00662,1,At-risk Members,87.10845982165914,64.77777777777777,3,18.0,Basic,"San Francisco, CA"
MB00663,2,High Value Members,15.298756184027104,61.666666666666664,5,30.0,Standard,"Anaheim, CA"
MB00664,0,Normal / Developing Members,15.63012122817421,43.16666666666667,1,37.5,Premium,"Long Beach, CA"
MB00665,2,High Value Members,14.295972520026734,71.19444444444444,2,25.5,Standard,"San Francisco, CA"
MB00666,0,Normal / Developing Members,17.456446535948125,36.22222222222222,1,30.0,Standard,"San Francisco, CA"
MB00667,0,Normal / Developing Members,16.66598844183802,49.94444444444444,2,45.0,Premium,"Sacramento, CA"
MB00668,0,Normal / Developing Members,15.978102299917275,29.27777777777778,1,50.0,Premium,"San Jose, CA"
MB00669,2,High Value Members,17.24091168721905,57.138888888888886,3,38.25,Premium,"Bakersfield, CA"
MB00670,2,High Value Members,15.894925432677361,79.58333333333334,5,19.0,Basic,"Los Angeles, CA"
MB00671,1,At-risk Members,79.2013641193139,65.47222222222223,3,30.0,Standard,"San Diego, CA"
MB00672,2,High Value Members,16.98968578186487,65.47222222222223,3,30.0,Standard,"San Diego, CA"
MB00673,3,At-risk Members,85.33692578236322,47.75,1,30.0,Standard,"Anaheim, CA"
MB00674,0,Normal / Developing Members,13.084877726776195,34.27777777777778,1,14.25,Basic,"Bakersfield, CA"
MB00675,3,At-risk Members,90.28650925593857,53.72222222222222,1,21.375,Standard,"Los Angeles, CA"
MB00676,2,High Value Members,17.511493885902844,81.94444444444444,5,37.5,Premium,"Los Angeles, CA"
MB00677,0,Normal / Developing Members,13.272475666514216,27.75,1,20.0,Basic,"Sacramento, CA"
MB00678,3,At-risk Members,83.7981306474076,44.5,3,30.0,Standard,"Anaheim, CA"
MB00679,1,At-risk Members,89.90774952569085,75.69444444444444,5,50.0,Premium,"Anaheim, CA"
MB00680,1,At-risk Members,81.0577340653834,47.97222222222222,3,45.0,Premium,"Bakersfield, CA"
MB00681,0,Normal / Developing Members,7.82630380739867,43.58333333333333,1,14.25,Basic,"Long Beach, CA"
MB00682,0,Normal / Developing Members,16.447557179995385,47.611111111111114,1,50.0,Premium,"San Diego, CA"
MB00683,3,At-risk Members,85.04770225968011,40.166666666666664,4,59.5,Elite,"Fresno, CA"
MB00684,3,At-risk Members,83.49353353600762,57.583333333333336,2,35.625,Premium,"Los Angeles, CA"
MB00685,1,At-risk Members,80.81540139020052,51.58333333333333,3,33.75,Premium,"Long Beach, CA"
MB00686,1,At-risk Members,82.25998849788333,65.83333333333334,5,25.5,Standard,"Sacramento, CA"
MB00687,0,Normal / Developing Members,18.53583021465688,13.166666666666666,1,21.375,Standard,"San Diego, CA"
MB00688,1,At-risk Members,82.43709253746034,57.666666666666664,4,19.0,Basic,"Anaheim, CA"
MB00689,2,High Value Members,10.783327077860637,62.77777777777778,5,17.0,Basic,"Fresno, CA"
MB00690,2,High Value Members,11.71879987337396,79.63888888888889,3,49.875,Elite,"San Francisco, CA"
MB00691,0,Normal / Developing Members,14.87996733330626,45.91666666666667,2,50.0,Premium,"Bakersfield, CA"
MB00692,3,At-risk Members,73.5571497372,51.19444444444444,2,37.5,Premium,"Fresno, CA"
MB00693,0,Normal / Developing Members,23.94266184111824,40.77777777777778,2,12.75,Basic,"Sacramento, CA"
MB00694,2,High Value Members,22.08687135661474,66.11111111111111,5,42.75,Premium,"Los Angeles, CA"
MB00695,1,At-risk Members,84.29763767166193,61.611111111111114,2,47.5,Premium,"San Francisco, CA"
MB00696,0,Normal / Developing Members,19.38637914611863,39.083333333333336,3,66.5,Elite,"Long Beach, CA"
MB00697,3,At-risk Members,82.32920386637058,36.22222222222222,1,30.0,Standard,"San Francisco, CA"
MB00698,2,High Value Members,17.599389998179806,63.30555555555556,1,37.5,Premium,"Long Beach, CA"
MB00699,2,High Value Members,16.28509148996801,71.69444444444444,4,45.0,Premium,"San Diego, CA"
MB00700,3,At-risk Members,85.43708494551258,57.861111111111114,2,50.0,Premium,"San Jose, CA"
MB00701,2,High Value Members,15.98174290844955,60.05555555555556,3,20.0,Basic,"Sacramento, CA"
MB00702,2,High Value Members,16.849234094349878,56.75,2,18.0,Basic,"Anaheim, CA"
MB00703,0,Normal / Developing Members,16.533137988786223,48.97222222222222,2,50.0,Premium,"Los Angeles, CA"
MB00704,0,Normal / Developing Members,18.309730312212547,44.0,1,30.0,Standard,"San Francisco, CA"
MB00705,3,At-risk Members,84.77154315708567,45.666666666666664,1,45.0,Premium,"Long Beach, CA"
MB00706,0,Normal / Developing Members,16.82464369115994,43.0,2,47.5,Premium,"San Francisco, CA"
MB00707,1,At-risk Members,84.87105511468467,55.611111111111114,3,24.3,Standard,"Fresno, CA"
MB00708,0,Normal / Developing Members,19.471534783588137,46.27777777777778,4,35.625,Premium,"San Diego, CA"
MB00709,3,At-risk Members,85.34935987917902,46.611111111111114,2,33.75,Premium,"Oakland, CA"
MB00710,1,At-risk Members,86.49456864876515,66.86111111111111,3,37.5,Premium,"Anaheim, CA"
MB00711,3,At-risk Members,86.64326591294713,57.611111111111114,1,30.0,Standard,"Sacramento, CA"
MB00712,2,High Value Members,18.51620194489264,72.77777777777777,5,18.0,Basic,"San Francisco, CA"
MB00713,0,Normal / Developing Members,17.94835106276029,40.861111111111114,4,27.0,Standard,"Oakland, CA"
MB00714,2,High Value Members,15.380778920901866,65.44444444444444,4,30.0,Standard,"San Diego, CA"
MB00715,1,At-risk Members,82.90684308715103,66.86111111111111,3,63.0,Elite,"Long Beach, CA"
MB00716,3,At-risk Members,85.83388042853638,45.583333333333336,4,42.5,Premium,"Los Angeles, CA"
MB00717,3,At-risk Members,85.53882232160906,35.888888888888886,3,35.625,Premium,"Los Angeles, CA"
MB00718,0,Normal / Developing Members,10.789541622881293,41.30555555555556,3,19.0,Basic,"Los Angeles, CA"
MB00719,3,At-risk Members,80.18637914611863,39.083333333333336,3,66.5,Elite,"Long Beach, CA"
MB00720,1,At-risk Members,85.72261162997276,65.5,2,42.5,Premium,"Bakersfield, CA"
MB00721,0,Normal / Developing Members,13.726741074749055,55.52777777777778,1,19.0,Basic,"Fresno, CA"
MB00722,0,Normal / Developing Members,16.18678411827478,55.94444444444444,1,22.5,Standard,"Anaheim, CA"
MB00723,3,At-risk Members,76.99567224905233,42.583333333333336,2,70.0,Elite,"San Diego, CA"
MB00724,3,At-risk Members,85.32658168710482,42.69444444444444,3,21.375,Standard,"Anaheim, CA"
MB00725,1,At-risk Members,85.15554118344534,73.47222222222223,5,31.875,Premium,"Los Angeles, CA"
MB00726,0,Normal / Developing Members,14.536138980982239,15.527777777777779,1,20.0,Basic,"Sacramento, CA"
MB00727,3,At-risk Members,84.6776964854403,49.916666666666664,3,25.5,Standard,"Los Angeles, CA"
MB00728,2,High Value Members,12.19365078658687,72.69444444444444,3,20.25,Standard,"Los Angeles, CA"
MB00729,2,High Value Members,18.418795533535558,47.0,3,24.3,Standard,"San Francisco, CA"
MB00730,0,Normal / Developing Members,17.56818340954896,46.861111111111114,3,25.5,Standard,"Anaheim, CA"
MB00731,3,At-risk Members,88.43125085642049,52.19444444444444,1,42.5,Premium,"Los Angeles, CA"
MB00732,3,At-risk Members,82.41598348717608,53.97222222222222,2,50.0,Premium,"Los Angeles, CA"
MB00733,3,At-risk Members,83.63475165121706,33.16666666666667,1,28.5,Standard,"Oakland, CA"
MB00734,0,Normal / Developing Members,11.697345864565472,52.861111111111114,2,27.0,Standard,"Long Beach, CA"
MB00735,1,At-risk Members,85.36611615266206,99.58333333333333,5,45.0,Premium,"Oakland, CA"
MB00736,2,High Value Members,17.536883983045012,79.05555555555556,4,45.0,Premium,"San Jose, CA"
MB00737,1,At-risk Members,85.39184343653997,58.25,3,31.875,Premium,"Fresno, CA"
MB00738,0,Normal / Developing Members,25.763979534442505,36.5,1,70.0,Elite,"San Jose, CA"
MB00739,2,High Value Members,16.512714661115506,65.5,2,42.5,Premium,"Bakersfield, CA"
MB00740,0,Normal / Developing Members,13.878686326393252,46.583333333333336,3,22.5,Standard,"Anaheim, CA"
MB00741,0,Normal / Developing Members,11.483230194013373,48.0,2,30.0,Standard,"Oakland, CA"
MB00742,3,At-risk Members,86.26767183759011,49.083333333333336,3,35.625,Premium,"San Jose, CA"
MB00743,1,At-risk Members,78.3173974589534,55.361111111111114,2,37.5,Premium,"Sacramento, CA"
MB00744,0,Normal / Developing Members,15.580389087125369,41.02777777777778,3,28.5,Standard,"Fresno, CA"
MB00745,1,At-risk Members,87.22209121824456,84.30555555555556,5,37.5,Premium,"Oakland, CA"
MB00746,0,Normal / Developing Members,14.912758258487477,48.58333333333333,1,25.5,Standard,"Long Beach, CA"
MB00747,1,At-risk Members,84.67932266595997,57.861111111111114,2,30.0,Standard,"Sacramento, CA"
MB00748,3,At-risk Members,83.04462798785578,42.166666666666664,2,20.0,Basic,"San Francisco, CA"
MB00749,1,At-risk Members,86.80255548430004,50.833333333333336,5,15.0,Basic,"Long Beach, CA"
MB00750,2,High Value Members,24.492704924663514,56.30555555555556,3,25.5,Standard,"Long Beach, CA"
MB00751,3,At-risk Members,86.13502109569208,37.44444444444444,2,13.5,Basic,"San Diego, CA"
MB00752,3,At-risk Members,78.40045619632068,43.55555555555556,2,27.0,Standard,"Long Beach, CA"
MB00753,2,High Value Members,21.15554118344531,73.47222222222223,5,31.875,Premium,"Los Angeles, CA"
MB00754,0,Normal / Developing Members,16.598836578736105,45.72222222222222,4,15.0,Basic,"San Jose, CA"
MB00755,3,At-risk Members,88.4114163223683,24.27777777777778,1,28.5,Standard,"Long Beach, CA"
MB00756,1,At-risk Members,85.7808106249013,76.80555555555556,5,47.5,Premium,"Oakland, CA"
MB00757,1,At-risk Members,87.92327337662205,70.88888888888889,3,42.5,Premium,"Sacramento, CA"
