member_id,churn,churn_label,churn_risk_score,risk_level_ml,recommended_retention_action,membership_type,subscription_model,discount_type,visit_per_week,duration_in_gym_minutes,membership_tenure_days,days_since_last_visit,engagement_score,home_gym_location
MB00013,1,Churn,86.19355930435134,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Offer trial PT session,Standard,Early Bird (Annual),No Discount,1,108,917,50,44.0,"Oakland, CA"
MB00189,1,Churn,86.19211136215507,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,Loyalty,5,51,595,32,57.083333333333336,"Los Angeles, CA"
MB01175,1,Churn,86.17164822111866,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Monthly,No Discount,2,45,606,33,49.25,"Long Beach, CA"
MB01114,1,Churn,86.15697061514437,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Monthly,Loyalty,5,157,662,36,91.80555555555556,"San Jose, CA"
MB01330,1,Churn,86.14078696614959,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Monthly,Student,2,167,622,34,71.19444444444444,"San Francisco, CA"
MB01056,1,Churn,86.13927411285364,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Early Bird (Annual),Promo,2,69,848,47,57.583333333333336,"Los Angeles, CA"
MB00751,1,Churn,86.13502109569208,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Early Bird (Annual),Loyalty,2,32,1031,57,37.44444444444444,"San Diego, CA"
MB01014,1,Churn,86.13502109569208,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Early Bird (Annual),Loyalty,2,32,782,43,37.44444444444444,"San Diego, CA"
MB00409,1,Churn,86.12071114286674,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Monthly,Student,2,110,995,55,53.27777777777778,"Fresno, CA"
MB00531,1,Churn,86.10740907652986,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Loyalty,5,177,896,49,99.58333333333333,"Oakland, CA"
MB00569,1,Churn,86.10421960697474,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Offer trial PT session,Standard,Monthly,Promo,1,49,993,55,35.80555555555556,"Bakersfield, CA"
MB00646,1,Churn,86.10421960697474,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Offer trial PT session,Standard,Monthly,Promo,1,49,663,36,35.80555555555556,"Bakersfield, CA"
MB01494,1,Churn,86.10421960697474,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Offer trial PT session,Standard,Monthly,Promo,1,49,673,37,35.80555555555556,"Bakersfield, CA"
MB00480,1,Churn,86.09534450533812,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Early Bird (Annual),Loyalty,3,85,588,32,53.80555555555556,"Oakland, CA"
MB01549,1,Churn,86.08498021675551,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Standard,Monthly,Promo,2,91,705,38,50.638888888888886,"San Francisco, CA"
MB01824,1,Churn,86.07782793307575,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Early Bird (Annual),No Discount,3,47,716,39,63.52777777777778,"Sacramento, CA"
MB01627,1,Churn,86.06587385341125,Critical Risk,Early-warning call/SMS; Win-back voucher,Elite,Monthly,Loyalty,2,49,601,33,49.80555555555556,"Long Beach, CA"
MB00035,1,Churn,86.05445342302156,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Standard,Monthly,Student,3,93,1059,58,54.91666666666667,"Los Angeles, CA"
MB01832,1,Churn,86.04602343914472,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,No Discount,5,175,651,35,74.30555555555556,"Sacramento, CA"
MB01781,1,Churn,86.04602343914472,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,No Discount,5,175,991,55,74.30555555555556,"Sacramento, CA"
MB01728,1,Churn,86.03693949968485,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Quarterly,Student,5,39,897,49,80.41666666666666,"Sacramento, CA"
MB00092,1,Churn,86.03180738235775,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Early Bird (Annual),No Discount,2,139,790,43,37.30555555555556,"Bakersfield, CA"
MB00525,1,Churn,86.03180738235775,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Early Bird (Annual),No Discount,2,139,923,51,37.30555555555556,"Bakersfield, CA"
MB01622,1,Churn,86.03180738235775,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Early Bird (Annual),No Discount,2,139,629,34,37.30555555555556,"Bakersfield, CA"
MB01951,1,Churn,86.02647147239688,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Monthly,Loyalty,5,67,668,36,59.30555555555556,"Anaheim, CA"
MB00406,1,Churn,86.02421115506998,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Quarterly,No Discount,5,172,984,54,78.88888888888889,"Oakland, CA"
MB01088,1,Churn,86.01291916802192,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Elite,Monthly,Promo,2,118,1086,60,44.388888888888886,"Los Angeles, CA"
MB00993,1,Churn,86.00770223877909,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Invite to free group lesson,Premium,Early Bird (Annual),Loyalty,1,70,659,36,33.72222222222222,"Oakland, CA"
MB00814,1,Churn,85.99263357189044,Critical Risk,Early-warning call/SMS; Win-back voucher,Elite,Monthly,Loyalty,5,103,957,53,89.30555555555556,"Oakland, CA"
MB01732,1,Churn,85.98265481402443,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Promo,2,134,592,32,61.611111111111114,"San Francisco, CA"
MB01958,1,Churn,85.95745339457667,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Monthly,Loyalty,3,36,867,48,52.0,"Fresno, CA"
MB01065,1,Churn,85.95434768833059,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Early Bird (Annual),No Discount,5,42,816,45,50.833333333333336,"Long Beach, CA"
MB00413,1,Churn,85.95434768833059,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Early Bird (Annual),No Discount,5,42,1043,58,50.833333333333336,"Long Beach, CA"
MB00390,1,Churn,85.93135929409452,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,3,153,890,49,58.25,"Long Beach, CA"
MB00950,1,Churn,85.92834469071006,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),No Discount,2,101,670,37,57.02777777777778,"Fresno, CA"
MB01448,1,Churn,85.92764522153377,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Monthly,No Discount,2,61,1037,57,51.47222222222222,"Long Beach, CA"
MB00534,1,Churn,85.92219742787668,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Early Bird (Annual),No Discount,2,90,622,34,60.5,"San Jose, CA"
MB00120,1,Churn,85.90716400178685,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Monthly,No Discount,4,44,605,33,57.111111111111114,"San Jose, CA"
MB00095,1,Churn,85.90511444344546,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),Loyalty,2,180,852,47,73.0,"Anaheim, CA"
MB00163,1,Churn,85.86833705379856,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Monthly,Promo,3,125,705,39,59.361111111111114,"Anaheim, CA"
MB00119,1,Churn,85.86591786948718,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,2,73,981,54,43.138888888888886,"Sacramento, CA"
MB01158,1,Churn,85.86591786948718,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,2,73,959,53,43.138888888888886,"Sacramento, CA"
MB01669,1,Churn,85.85589700544706,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),No Discount,2,101,901,50,57.02777777777778,"Fresno, CA"
MB01148,1,Churn,85.84836295846372,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),Promo,4,156,936,52,87.66666666666667,"Sacramento, CA"
MB01303,1,Churn,85.84612180976117,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Elite,Quarterly,Student,2,36,607,33,33.0,"Anaheim, CA"
MB01220,1,Churn,85.842494935477,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Early Bird (Annual),No Discount,4,69,1043,58,55.583333333333336,"Anaheim, CA"
MB00716,1,Churn,85.83388042853638,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,Student,4,69,915,50,45.583333333333336,"Los Angeles, CA"
MB01917,1,Churn,85.82633123274243,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Monthly,Promo,3,160,662,36,64.22222222222223,"Sacramento, CA"
MB00892,1,Churn,85.82633123274243,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Monthly,Promo,3,160,915,50,64.22222222222223,"Sacramento, CA"
MB01838,1,Churn,85.81105480775754,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Loyalty,3,66,1019,56,56.166666666666664,"Fresno, CA"
MB01712,1,Churn,85.81105480775754,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Loyalty,3,66,862,47,56.166666666666664,"Fresno, CA"
MB01932,1,Churn,85.81101884318,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),No Discount,2,101,673,37,57.02777777777778,"Fresno, CA"
MB01688,1,Churn,85.79686507646197,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,3,138,676,37,56.16666666666667,"Fresno, CA"
MB01142,1,Churn,85.79580270604887,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,No Discount,3,125,753,41,49.361111111111114,"Bakersfield, CA"
MB00939,1,Churn,85.79387549445649,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Early Bird (Annual),Loyalty,5,168,644,35,98.33333333333333,"San Francisco, CA"
MB01054,1,Churn,85.79201684696966,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Basic,Monthly,No Discount,1,58,1093,60,47.05555555555556,"San Diego, CA"
MB00756,1,Churn,85.7808106249013,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Promo,5,49,691,38,76.80555555555556,"Oakland, CA"
MB01398,1,Churn,85.77392012104916,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Quarterly,No Discount,2,146,688,38,48.27777777777778,"Fresno, CA"
MB00439,1,Churn,85.75998704228127,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Premium,Early Bird (Annual),No Discount,1,175,783,43,63.30555555555556,"Long Beach, CA"
MB00860,1,Churn,85.74480090759428,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Monthly,No Discount,2,133,856,47,51.47222222222222,"Bakersfield, CA"
MB01988,1,Churn,85.74441181091413,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Standard,Early Bird (Annual),Promo,2,166,807,44,61.05555555555556,"Long Beach, CA"
MB01509,1,Churn,85.74441181091413,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Standard,Early Bird (Annual),Promo,2,166,845,46,61.05555555555556,"Long Beach, CA"
MB00778,1,Churn,85.74122149105665,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,2,143,797,44,67.86111111111111,"San Diego, CA"
MB01409,1,Churn,85.73692578236322,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Standard,Monthly,No Discount,1,99,955,53,47.75,"Anaheim, CA"
MB00204,1,Churn,85.72332662412745,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Monthly,Promo,2,127,987,54,55.638888888888886,"San Francisco, CA"
MB00720,1,Churn,85.72261162997276,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Student,2,162,1030,57,65.5,"Bakersfield, CA"
MB00414,1,Churn,85.72146571311417,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Standard,Monthly,Student,3,80,641,35,48.111111111111114,"Long Beach, CA"
MB01643,1,Churn,85.71632176839331,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Standard,Monthly,Loyalty,3,154,695,38,68.38888888888889,"Sacramento, CA"
MB01495,1,Churn,85.71614188108771,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Early Bird (Annual),No Discount,3,144,742,41,72.0,"Long Beach, CA"
MB01023,1,Churn,85.71547825559077,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Quarterly,No Discount,4,97,1065,59,69.47222222222223,"Fresno, CA"
MB00777,1,Churn,85.71433779149005,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),No Discount,2,101,800,44,57.02777777777778,"Fresno, CA"
MB01718,1,Churn,85.71061950029481,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,3,138,1078,60,56.16666666666667,"Fresno, CA"
MB01599,1,Churn,85.69421257010406,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,Student,2,131,983,54,36.19444444444444,"Fresno, CA"
MB00990,1,Churn,85.67354657149832,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),Promo,4,156,882,48,87.66666666666667,"Sacramento, CA"
MB00213,1,Churn,85.67354657149832,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Early Bird (Annual),Promo,4,156,725,40,87.66666666666667,"Sacramento, CA"
MB01823,1,Churn,85.6690948010612,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Monthly,Loyalty,4,82,855,47,52.388888888888886,"San Diego, CA"
MB00510,1,Churn,85.6690948010612,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Standard,Monthly,Loyalty,4,82,803,44,52.388888888888886,"San Diego, CA"
MB00299,1,Churn,85.65893637895586,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,2,66,694,38,57.166666666666664,"Sacramento, CA"
MB00803,1,Churn,85.65893637895586,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,2,66,677,37,57.166666666666664,"Sacramento, CA"
MB00250,1,Churn,85.65570911813053,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Monthly,No Discount,3,154,939,52,73.38888888888889,"Fresno, CA"
MB00991,1,Churn,85.6452258980606,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Invite to free group lesson,Premium,Monthly,Loyalty,1,87,770,42,36.083333333333336,"Sacramento, CA"
MB00114,1,Churn,85.63653772256315,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Monthly,Loyalty,5,101,891,49,79.02777777777777,"Oakland, CA"
MB00653,1,Churn,85.62825513948479,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Early Bird (Annual),Promo,3,51,824,45,49.083333333333336,"San Jose, CA"
MB00138,1,Churn,85.60833123724068,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,2,107,779,43,57.861111111111114,"San Jose, CA"
MB01050,1,Churn,85.60833123724068,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,2,107,962,53,57.861111111111114,"San Jose, CA"
MB00479,1,Churn,85.60343072288981,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Monthly,Student,3,117,1063,59,53.25,"Long Beach, CA"
MB00141,1,Churn,85.59772682819995,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Standard,Early Bird (Annual),No Discount,3,171,1056,58,65.75,"Anaheim, CA"
MB01648,1,Churn,85.593747740673,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Quarterly,Promo,2,170,863,47,41.611111111111114,"Fresno, CA"
MB01053,1,Churn,85.593747740673,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Quarterly,Promo,2,170,881,48,41.611111111111114,"Fresno, CA"
MB01742,1,Churn,85.5542898411974,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Basic,Monthly,Loyalty,3,110,850,47,42.27777777777778,"Sacramento, CA"
MB00717,1,Churn,85.53882232160906,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Early Bird (Annual),Promo,3,64,1058,58,35.888888888888886,"Los Angeles, CA"
MB01452,1,Churn,85.53882232160906,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Early Bird (Annual),Promo,3,64,956,53,35.888888888888886,"Los Angeles, CA"
MB01018,1,Churn,85.53360810234514,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,Student,2,154,1005,55,54.388888888888886,"San Francisco, CA"
MB00943,1,Churn,85.53331294300187,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Elite,Early Bird (Annual),No Discount,2,91,914,50,45.638888888888886,"San Diego, CA"
MB00630,1,Churn,85.50659999333577,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Elite,Early Bird (Annual),No Discount,3,149,790,43,67.69444444444444,"Oakland, CA"
MB00009,1,Churn,85.50296304287642,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Monthly,Loyalty,3,128,671,37,64.77777777777777,"San Francisco, CA"
MB00661,1,Churn,85.50058069847987,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,3,90,1081,60,49.5,"Bakersfield, CA"
MB01542,1,Churn,85.4968485853048,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Monthly,No Discount,5,73,635,35,75.13888888888889,"Los Angeles, CA"
MB01477,1,Churn,85.46298192936955,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Standard,Monthly,Promo,2,52,842,46,35.22222222222222,"Los Angeles, CA"
MB00549,1,Churn,85.4462264395748,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Standard,Early Bird (Annual),No Discount,2,135,585,32,51.75,"Sacramento, CA"
MB00700,1,Churn,85.43708494551258,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,2,107,598,32,57.861111111111114,"San Jose, CA"
MB00841,1,Churn,85.42470055683549,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Elite,Monthly,Promo,2,133,737,40,46.47222222222222,"Fresno, CA"
MB01306,1,Churn,85.42342621296108,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Early Bird (Annual),Loyalty,3,119,791,43,58.52777777777778,"San Francisco, CA"
MB00362,1,Churn,85.42265824846189,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Monthly,Promo,3,90,716,39,49.5,"Oakland, CA"
MB01811,1,Churn,85.40547555563921,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Quarterly,No Discount,3,139,845,46,76.30555555555556,"Anaheim, CA"
MB01139,1,Churn,85.39853387189193,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Student,3,100,661,36,70.88888888888889,"Sacramento, CA"
MB01299,1,Churn,85.39218539685432,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Standard,Early Bird (Annual),Promo,3,41,783,43,42.69444444444444,"Anaheim, CA"
MB00737,1,Churn,85.39184343653997,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Student,3,81,900,49,58.25,"Fresno, CA"
MB01661,1,Churn,85.39184343653997,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Student,3,81,580,31,58.25,"Fresno, CA"
MB01134,1,Churn,85.36649753680476,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,No Discount,3,132,758,41,75.33333333333333,"Anaheim, CA"
MB00735,1,Churn,85.36611615266206,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Loyalty,5,177,965,53,99.58333333333333,"Oakland, CA"
MB00492,1,Churn,85.36508429663965,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Offer trial PT session,Premium,Monthly,Promo,4,178,691,38,65.72222222222223,"San Francisco, CA"
MB00824,1,Churn,85.34935987917902,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Loyalty,2,62,603,33,46.611111111111114,"Oakland, CA"
MB00709,1,Churn,85.34935987917902,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Loyalty,2,62,756,41,46.611111111111114,"Oakland, CA"
MB00076,1,Churn,85.33915801921961,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Monthly,No Discount,2,73,807,44,43.138888888888886,"Bakersfield, CA"
MB00673,1,Churn,85.33692578236322,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Standard,Monthly,No Discount,1,99,589,32,47.75,"Anaheim, CA"
MB01894,1,Churn,85.32813064221499,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Elite,Early Bird (Annual),Loyalty,4,53,622,34,63.361111111111114,"San Diego, CA"
MB00724,1,Churn,85.32658168710482,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Standard,Early Bird (Annual),Promo,3,41,642,35,42.69444444444444,"Anaheim, CA"
MB00173,1,Churn,85.3225768835683,Critical Risk,Early-warning call/SMS; Win-back voucher,Basic,Monthly,Loyalty,3,101,576,31,66.02777777777777,"Los Angeles, CA"
MB01362,1,Churn,85.32047897171927,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Invite to free group lesson,Premium,Monthly,No Discount,1,55,694,38,21.63888888888889,"San Francisco, CA"
MB00478,1,Churn,85.32047897171927,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Invite to free group lesson,Premium,Monthly,No Discount,1,55,620,34,21.63888888888889,"San Francisco, CA"
MB01785,1,Churn,85.31519401045394,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Quarterly,Student,5,114,984,54,85.83333333333333,"San Diego, CA"
MB00781,1,Churn,85.28440227671086,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),No Discount,2,50,609,33,44.94444444444444,"Los Angeles, CA"
MB00849,1,Churn,85.28440227671086,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),No Discount,2,50,665,36,44.94444444444444,"Los Angeles, CA"
MB00886,1,Churn,85.28305350913398,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Monthly,Student,3,136,726,40,75.88888888888889,"Oakland, CA"
MB01771,1,Churn,85.27491331068246,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Premium,Monthly,Student,1,131,867,48,52.19444444444444,"Los Angeles, CA"
MB01464,1,Churn,85.27201668958007,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Offer trial PT session,Premium,Monthly,Promo,1,172,1095,60,52.888888888888886,"Fresno, CA"
MB01455,1,Churn,85.26794072286785,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,Loyalty,3,38,1022,56,42.27777777777778,"Anaheim, CA"
MB01532,1,Churn,85.26338636437782,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Standard,Quarterly,No Discount,3,40,793,43,47.55555555555556,"San Francisco, CA"
MB01617,1,Churn,85.2357987249639,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Offer trial PT session,Elite,Monthly,No Discount,1,108,735,40,44.0,"Anaheim, CA"
MB01931,1,Churn,85.23397989044965,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Basic,Early Bird (Annual),No Discount,3,114,628,34,62.83333333333333,"Los Angeles, CA"
MB00200,1,Churn,85.22132521283106,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Early Bird (Annual),No Discount,4,69,861,47,55.583333333333336,"Anaheim, CA"
MB01544,1,Churn,85.20690274394475,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Invite to free group lesson,Premium,Early Bird (Annual),Loyalty,1,70,1056,58,33.72222222222222,"Oakland, CA"
MB01619,1,Churn,85.20476042834089,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Early Bird (Annual),No Discount,5,180,809,44,80.0,"San Francisco, CA"
MB00476,1,Churn,85.19854877033151,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Elite,Early Bird (Annual),No Discount,3,115,1088,60,57.97222222222222,"Long Beach, CA"
MB01852,1,Churn,85.19472159371132,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,No Discount,3,177,948,52,61.58333333333333,"San Francisco, CA"
MB01145,1,Churn,85.18511996803598,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Early Bird (Annual),Loyalty,2,175,966,53,72.30555555555556,"Sacramento, CA"
MB01459,1,Churn,85.17993821904619,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Premium,Quarterly,No Discount,1,84,732,40,45.666666666666664,"Long Beach, CA"
MB01595,1,Churn,85.17676092595343,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,Promo,3,143,646,35,56.861111111111114,"Fresno, CA"
MB01268,1,Churn,85.17594015714785,Critical Risk,Early-warning call/SMS; Win-back voucher,Premium,Monthly,Loyalty,4,107,670,37,80.86111111111111,"San Diego, CA"
MB01404,1,Churn,85.16423470070914,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Basic,Quarterly,No Discount,4,68,737,40,55.44444444444444,"Long Beach, CA"
MB01748,1,Churn,85.16083147452058,Critical Risk,Early-warning call/SMS; Personalized visit reminder; Win-back voucher,Standard,Early Bird (Annual),No Discount,1,158,840,46,55.94444444444444,"Anaheim, CA"
MB00645,1,Churn,85.15728117392824,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Monthly,Loyalty,4,62,979,54,74.61111111111111,"Oakland, CA"
MB00003,1,Churn,85.15728117392824,Critical Risk,Early-warning call/SMS; Win-back voucher,Standard,Monthly,Loyalty,4,62,810,44,74.61111111111111,"Oakland, CA"
MB01080,1,Churn,85.15609988838273,Critical Risk,Early-warning call/SMS; Invite to free group lesson; Win-back voucher,Premium,Monthly,Loyalty,3,38,868,48,42.27777777777778,"Anaheim, CA"
MB00117,1,Churn,85.15554118344534,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Student,5,61,886,49,73.47222222222223,"Los Angeles, CA"
MB00910,1,Churn,85.15554118344534,Critical Risk,Early-warning call/SMS; Offer trial PT session; Win-back voucher,Premium,Early Bird (Annual),Student,5,61,659,36,73.47222222222223,"Los Angeles, CA"
